0 10 1 20 0.000339 0.001120 0.000339
1 30 21 40 0.010967 0.007952 0.010967
2 50 41 60 0.018114 0.014249 0.018114
3 70 61 80 0.022841 0.017891 0.022841
4 90 81 100 0.032678 0.020188 0.032678
5 110 101 120 0.027343 0.017592 0.027343
6 130 121 140 0.015164 0.015959 0.015164
7 150 141 160 0.033890 0.022117 0.033890
8 170 161 180 0.039310 0.024095 0.039310
9 190 181 200 0.035353 0.023985 0.035353
10 210 201 220 0.042925 0.026361 0.042925
11 230 221 240 0.047229 0.028009 0.047229
12 250 241 260 0.051446 0.028576 0.051446
13 270 261 280 0.044023 0.027958 0.044023
14 290 281 300 0.056221 0.030788 0.056221
15 310 301 320 0.057008 0.032405 0.057008
16 330 321 340 0.066242 0.035756 0.066242
17 350 341 360 0.079975 0.038528 0.079975
18 370 361 380 0.068514 0.038220 0.068514
19 390 381 400 0.092723 0.042985 0.092723
20 410 401 420 0.091004 0.043787 0.091004
21 430 421 440 0.095526 0.044321 0.095526
22 450 441 460 0.098106 0.042561 0.098106
23 470 461 480 0.066780 0.038318 0.066780
24 490 481 500 0.110878 0.045305 0.110878
25 510 501 520 0.096883 0.043672 0.096883
26 530 521 540 0.084363 0.041350 0.084363
27 550 541 560 0.094039 0.043061 0.094039
28 570 561 580 0.087548 0.044667 0.087548
29 590 581 600 0.122895 0.052884 0.122895
30 610 601 620 0.111959 0.063368 0.111959
31 630 621 640 0.108917 0.119976 0.108917
32 650 641 660 0.088815 0.226554 0.088815
33 670 661 680 0.093110 0.348805 0.093110
34 690 681 700 0.093895 0.456341 0.093895
35 710 701 720 0.112965 0.551431 0.112965
36 730 721 740 0.120574 0.631808 0.120574
37 750 741 760 0.090891 0.703763 0.090891
38 770 761 780 0.101599 0.767900 0.101599
39 790 781 800 0.099139 0.826986 0.099139
40 810 801 820 0.071074 0.884400 0.071074
41 830 821 840 0.068466 0.942800 0.068466
42 850 841 860 0.091965 0.999101 0.091965
43 870 861 880 0.101713 1.054273 0.101713
44 890 881 900 0.081841 1.109021 0.081841
45 910 901 920 0.071939 1.161074 0.071939
46 930 921 940 0.052505 1.208633 0.052505
47 950 941 960 0.063397 1.262134 0.063397
48 970 961 980 0.116773 1.189777 0.116773
49 990 981 1000 0.083631 0.659406 0.083631
