0.951056 0.042096 0.002968 0.001435 0.000587 0.000309 0.000158 0.000158 0.000138 0.000118 0.000073 0.000077 0.000048 0.000062 0.000053 0.000041 0.000048 0.000047 0.000039 0.000032 0.000035 0.000038 0.000034 0.000027 0.000027 0.000022 0.000026 0.000024 0.000024 0.000023 0.000020 0.000019 0.000020 0.000019 0.000019 0.000019 0.000016 0.000016 0.000015 0.000015 
0.107221 0.819801 0.060949 0.004402 0.002002 0.000958 0.000501 0.000445 0.000404 0.000360 0.000241 0.000237 0.000147 0.000201 0.000168 0.000124 0.000137 0.000133 0.000122 0.000101 0.000104 0.000106 0.000099 0.000084 0.000085 0.000066 0.000073 0.000068 0.000067 0.000067 0.000059 0.000057 0.000059 0.000056 0.000055 0.000054 0.000045 0.000048 0.000045 0.000047 
0.009744 0.078565 0.819605 0.078884 0.002972 0.002118 0.000891 0.000763 0.000658 0.000610 0.000439 0.000429 0.000272 0.000353 0.000324 0.000220 0.000226 0.000228 0.000216 0.000188 0.000181 0.000176 0.000165 0.000149 0.000148 0.000110 0.000121 0.000114 0.000116 0.000111 0.000101 0.000099 0.000102 0.000096 0.000090 0.000093 0.000079 0.000082 0.000081 0.000083 
0.004775 0.005752 0.079968 0.826870 0.066518 0.003424 0.001657 0.001181 0.000988 0.000860 0.000641 0.000671 0.000436 0.000556 0.000483 0.000343 0.000357 0.000353 0.000322 0.000277 0.000288 0.000276 0.000253 0.000225 0.000225 0.000169 0.000185 0.000177 0.000171 0.000173 0.000153 0.000153 0.000163 0.000148 0.000148 0.000148 0.000126 0.000129 0.000131 0.000128 
0.002701 0.003619 0.004167 0.092024 0.813383 0.064973 0.002776 0.002282 0.001536 0.001285 0.000896 0.000981 0.000667 0.000816 0.000665 0.000481 0.000518 0.000494 0.000428 0.000371 0.000388 0.000401 0.000351 0.000297 0.000305 0.000240 0.000263 0.000238 0.000232 0.000229 0.000214 0.000207 0.000221 0.000215 0.000207 0.000206 0.000174 0.000182 0.000182 0.000181 
0.001919 0.002340 0.004011 0.006396 0.087729 0.814919 0.057644 0.004722 0.002946 0.002005 0.001354 0.001351 0.000952 0.001129 0.000945 0.000666 0.000700 0.000669 0.000580 0.000485 0.000502 0.000514 0.000473 0.000397 0.000394 0.000321 0.000351 0.000320 0.000303 0.000302 0.000276 0.000273 0.000293 0.000291 0.000285 0.000276 0.000235 0.000240 0.000248 0.000245 
0.001417 0.001765 0.002433 0.004467 0.005409 0.083175 0.799159 0.074448 0.004570 0.003557 0.001929 0.001836 0.001186 0.001462 0.001266 0.000903 0.000867 0.000822 0.000735 0.000614 0.000601 0.000597 0.000559 0.000508 0.000495 0.000382 0.000422 0.000394 0.000378 0.000363 0.000329 0.000329 0.000361 0.000348 0.000354 0.000351 0.000290 0.000297 0.000307 0.000311 
0.001280 0.001416 0.001882 0.002872 0.004012 0.006148 0.067179 0.805705 0.079002 0.004949 0.003206 0.002476 0.001518 0.001778 0.001561 0.001166 0.001139 0.001043 0.000921 0.000792 0.000767 0.000744 0.000688 0.000623 0.000632 0.000482 0.000510 0.000485 0.000473 0.000454 0.000409 0.000407 0.000435 0.000435 0.000435 0.000441 0.000383 0.000380 0.000387 0.000382 
0.001027 0.001180 0.001489 0.002207 0.002480 0.003523 0.003787 0.072543 0.799727 0.080535 0.003657 0.003787 0.001936 0.002222 0.001799 0.001369 0.001413 0.001310 0.001119 0.000935 0.000948 0.000930 0.000841 0.000733 0.000737 0.000588 0.000621 0.000565 0.000555 0.000550 0.000495 0.000473 0.000515 0.000505 0.000513 0.000520 0.000463 0.000476 0.000467 0.000464 
0.000834 0.001002 0.001315 0.001828 0.001975 0.002283 0.002807 0.004328 0.076697 0.802374 0.068732 0.005800 0.003041 0.002904 0.002263 0.001585 0.001701 0.001629 0.001389 0.001131 0.001147 0.001163 0.001035 0.000879 0.000867 0.000680 0.000758 0.000678 0.000651 0.000655 0.000592 0.000572 0.000606 0.000593 0.000601 0.000623 0.000543 0.000580 0.000600 0.000559 
