0 10 1 20 0.002150 0.001278 0.002150
1 30 21 40 0.001759 0.001934 0.001759
2 50 41 60 0.005026 0.003564 0.005026
3 70 61 80 0.007571 0.004411 0.007571
4 90 81 100 0.007104 0.004114 0.007104
5 110 101 120 0.005733 0.003673 0.005733
6 130 121 140 0.006372 0.003655 0.006372
7 150 141 160 0.006121 0.003365 0.006121
8 170 161 180 0.004634 0.003043 0.004634
9 190 181 200 0.006477 0.003415 0.006477
10 210 201 220 0.006814 0.003266 0.006814
11 230 221 240 0.004372 0.002762 0.004372
12 250 241 260 0.006559 0.003033 0.006559
13 270 261 280 0.005292 0.002738 0.005292
14 290 281 300 0.004529 0.002697 0.004529
15 310 301 320 0.007573 0.003034 0.007573
16 330 321 340 0.005333 0.002733 0.005333
17 350 341 360 0.006114 0.002736 0.006114
18 370 361 380 0.005793 0.002523 0.005793
19 390 381 400 0.004410 0.002184 0.004410
20 410 401 420 0.004343 0.002196 0.004343
21 430 421 440 0.006169 0.002358 0.006169
22 450 441 460 0.003801 0.002024 0.003801
23 470 461 480 0.005688 0.002238 0.005688
24 490 481 500 0.004992 0.002000 0.004992
25 510 501 520 0.002910 0.001605 0.002910
26 530 521 540 0.004221 0.001787 0.004221
27 550 541 560 0.004039 0.001784 0.004039
28 570 561 580 0.004153 0.001744 0.004153
29 590 581 600 0.003602 0.001606 0.003602
30 610 601 620 0.003333 0.001522 0.003333
31 630 621 640 0.003605 0.001464 0.003605
32 650 641 660 0.002253 0.001238 0.002253
33 670 661 680 0.003174 0.001294 0.003174
34 690 681 700 0.002048 0.001101 0.002048
35 710 701 720 0.001960 0.001074 0.001960
36 730 721 740 0.002378 0.001168 0.002378
37 750 741 760 0.002611 0.001214 0.002611
38 770 761 780 0.002272 0.001174 0.002272
39 790 781 800 0.002716 0.001176 0.002716
40 810 801 820 0.001692 0.000990 0.001692
41 830 821 840 0.001565 0.000928 0.001565
42 850 841 860 0.001310 0.000905 0.001310
43 870 861 880 0.001950 0.001040 0.001950
44 890 881 900 0.001954 0.001051 0.001954
45 910 901 920 0.001542 0.000981 0.001542
46 930 921 940 0.001489 0.000983 0.001489
47 950 941 960 0.001827 0.001060 0.001827
48 970 961 980 0.001941 0.001087 0.001941
49 990 981 1000 0.001848 0.000916 0.001848
