0 10 1 20 0.001295 0.001280 0.001295
1 30 21 40 0.005406 0.004077 0.005406
2 50 41 60 0.007310 0.006228 0.007310
3 70 61 80 0.011347 0.008172 0.011347
4 90 81 100 0.013460 0.008943 0.013460
5 110 101 120 0.013747 0.008587 0.013747
6 130 121 140 0.009743 0.007801 0.009743
7 150 141 160 0.013807 0.008892 0.013807
8 170 161 180 0.012790 0.009286 0.012790
9 190 181 200 0.018360 0.010199 0.018360
10 210 201 220 0.012640 0.009923 0.012640
11 230 221 240 0.024527 0.012502 0.024527
12 250 241 260 0.022069 0.011755 0.022069
13 270 261 280 0.016253 0.010391 0.016253
14 290 281 300 0.019481 0.011043 0.019481
15 310 301 320 0.019675 0.011568 0.019675
16 330 321 340 0.023137 0.013026 0.023137
17 350 341 360 0.029243 0.014984 0.029243
18 370 361 380 0.033691 0.016363 0.033691
19 390 381 400 0.037397 0.016453 0.037397
20 410 401 420 0.027763 0.014603 0.027763
21 430 421 440 0.031810 0.014678 0.031810
22 450 441 460 0.025888 0.013802 0.025888
23 470 461 480 0.030297 0.014978 0.030297
24 490 481 500 0.037120 0.016154 0.037120
25 510 501 520 0.031917 0.015561 0.031917
26 530 521 540 0.032865 0.016481 0.032865
27 550 541 560 0.048438 0.018941 0.048438
28 570 561 580 0.039239 0.018102 0.039239
29 590 581 600 0.043415 0.018308 0.043415
30 610 601 620 0.036844 0.017928 0.036844
31 630 621 640 0.052100 0.020430 0.052100
32 650 641 660 0.047617 0.019872 0.047617
33 670 661 680 0.043958 0.018428 0.043958
34 690 681 700 0.032731 0.016940 0.032731
35 710 701 720 0.054199 0.019742 0.054199
36 730 721 740 0.037536 0.017517 0.037536
37 750 741 760 0.039978 0.017951 0.039978
38 770 761 780 0.044755 0.018923 0.044755
39 790 781 800 0.042978 0.018392 0.042978
40 810 801 820 0.035146 0.017850 0.035146
41 830 821 840 0.060065 0.021563 0.060065
42 850 841 860 0.039269 0.019527 0.039269
43 870 861 880 0.057711 0.021567 0.057711
44 890 881 900 0.040533 0.019800 0.040533
45 910 901 920 0.057531 0.022256 0.057531
46 930 921 940 0.044613 0.020941 0.044613
47 950 941 960 0.048981 0.022110 0.048981
48 970 961 980 0.065784 0.025400 0.065784
49 990 981 1000 0.056120 0.022566 0.056120
