0 10 1 20 0.000521 0.000628 0.000521
1 30 21 40 0.003883 0.002441 0.003883
2 50 41 60 0.004775 0.003376 0.004775
3 70 61 80 0.006897 0.003639 0.006897
4 90 81 100 0.003045 0.002787 0.003045
5 110 101 120 0.004973 0.003821 0.004973
6 130 121 140 0.010134 0.004994 0.010134
7 150 141 160 0.007725 0.004504 0.007725
8 170 161 180 0.008401 0.004279 0.008401
9 190 181 200 0.006555 0.003763 0.006555
10 210 201 220 0.006871 0.003801 0.006871
11 230 221 240 0.008276 0.003979 0.008276
12 250 241 260 0.007685 0.003691 0.007685
13 270 261 280 0.006820 0.003304 0.006820
14 290 281 300 0.005991 0.003014 0.005991
15 310 301 320 0.006699 0.002855 0.006699
16 330 321 340 0.004468 0.002306 0.004468
17 350 341 360 0.004047 0.002197 0.004047
18 370 361 380 0.005416 0.002463 0.005416
19 390 381 400 0.005847 0.002487 0.005847
20 410 401 420 0.005023 0.002245 0.005023
21 430 421 440 0.004376 0.002044 0.004376
22 450 441 460 0.004313 0.001962 0.004313
23 470 461 480 0.004129 0.001894 0.004129
24 490 481 500 0.004262 0.001862 0.004262
25 510 501 520 0.003850 0.001743 0.003850
26 530 521 540 0.003407 0.001676 0.003407
27 550 541 560 0.004383 0.001829 0.004383
28 570 561 580 0.004352 0.001829 0.004352
29 590 581 600 0.004384 0.001698 0.004384
30 610 601 620 0.002987 0.001351 0.002987
31 630 621 640 0.002080 0.001120 0.002080
32 650 641 660 0.002070 0.001085 0.002070
33 670 661 680 0.002252 0.001117 0.002252
34 690 681 700 0.002233 0.001125 0.002233
35 710 701 720 0.002263 0.001145 0.002263
36 730 721 740 0.002461 0.001189 0.002461
37 750 741 760 0.002525 0.001169 0.002525
38 770 761 780 0.001774 0.001036 0.001774
39 790 781 800 0.002064 0.001074 0.002064
40 810 801 820 0.002113 0.001076 0.002113
41 830 821 840 0.001661 0.001011 0.001661
42 850 841 860 0.001898 0.001082 0.001898
43 870 861 880 0.002398 0.001181 0.002398
44 890 881 900 0.002046 0.001118 0.002046
45 910 901 920 0.001704 0.001067 0.001704
46 930 921 940 0.001861 0.001092 0.001861
47 950 941 960 0.001748 0.001099 0.001748
48 970 961 980 0.001888 0.001154 0.001888
49 990 981 1000 0.003177 0.001152 0.003177
