0.851120 0.104968 0.019155 0.007655 0.003441 0.001895 0.001333 0.001051 0.000991 0.000872 0.000697 0.000529 0.000427 0.000375 0.000344 0.000314 0.000295 0.000278 0.000258 0.000238 0.000217 0.000188 0.000176 0.000172 0.000165 0.000160 0.000149 0.000140 0.000137 0.000132 0.000132 0.000127 0.000118 0.000115 0.000117 0.000119 0.000112 0.000103 0.000099 0.000103 0.000106 0.000102 0.000093 0.000089 0.000082 0.000081 0.000079 0.000089 0.000101 0.000158 
0.111071 0.677113 0.131400 0.035227 0.013419 0.005839 0.003439 0.002369 0.002221 0.002057 0.001677 0.001316 0.001107 0.000904 0.000741 0.000657 0.000617 0.000593 0.000555 0.000494 0.000427 0.000381 0.000357 0.000319 0.000304 0.000303 0.000285 0.000268 0.000251 0.000245 0.000235 0.000220 0.000208 0.000199 0.000194 0.000199 0.000190 0.000175 0.000173 0.000180 0.000177 0.000180 0.000179 0.000158 0.000155 0.000149 0.000163 0.000175 0.000244 0.000491 
0.023276 0.150894 0.591183 0.137788 0.039850 0.016470 0.008163 0.004323 0.003103 0.002618 0.002219 0.001871 0.001718 0.001436 0.001142 0.000945 0.000851 0.000812 0.000752 0.000677 0.000596 0.000536 0.000504 0.000441 0.000409 0.000403 0.000387 0.000361 0.000344 0.000332 0.000313 0.000293 0.000276 0.000266 0.000263 0.000267 0.000254 0.000239 0.000237 0.000232 0.000234 0.000233 0.000229 0.000216 0.000197 0.000200 0.000191 0.000282 0.000451 0.000719 
0.011289 0.049097 0.167231 0.513444 0.138600 0.048615 0.025976 0.011023 0.005494 0.002855 0.001991 0.001868 0.002058 0.002021 0.001655 0.001317 0.001106 0.000955 0.000838 0.000756 0.000705 0.000652 0.000624 0.000545 0.000488 0.000470 0.000441 0.000425 0.000402 0.000382 0.000365 0.000344 0.000323 0.000312 0.000311 0.000317 0.000303 0.000289 0.000277 0.000273 0.000272 0.000263 0.000246 0.000228 0.000222 0.000203 0.000237 0.000470 0.000624 0.000797 
0.004592 0.016923 0.043761 0.125408 0.534882 0.142595 0.055289 0.023871 0.013065 0.006729 0.003431 0.002175 0.002022 0.002099 0.001982 0.001775 0.001588 0.001375 0.001112 0.000918 0.000797 0.000734 0.000727 0.000663 0.000625 0.000599 0.000558 0.000511 0.000474 0.000449 0.000430 0.000413 0.000394 0.000385 0.000379 0.000387 0.000369 0.000341 0.000336 0.000335 0.000323 0.000307 0.000278 0.000252 0.000232 0.000272 0.000455 0.000777 0.000751 0.000857 
0.002173 0.006327 0.015541 0.037798 0.122528 0.541116 0.147511 0.045102 0.025210 0.013754 0.006999 0.003669 0.002414 0.002134 0.002089 0.002049 0.001981 0.001812 0.001498 0.001178 0.000956 0.000831 0.000809 0.000763 0.000735 0.000738 0.000682 0.000616 0.000554 0.000523 0.000502 0.000479 0.000468 0.000455 0.000454 0.000459 0.000430 0.000404 0.000390 0.000383 0.000368 0.000342 0.000312 0.000281 0.000309 0.000508 0.000737 0.000903 0.000827 0.000900 
0.001519 0.003705 0.007658 0.020080 0.047234 0.146662 0.490229 0.129704 0.059974 0.032919 0.015272 0.006812 0.003334 0.002356 0.002313 0.002339 0.002369 0.002255 0.001899 0.001503 0.001185 0.000995 0.000931 0.000867 0.000845 0.000840 0.000788 0.000717 0.000654 0.000609 0.000581 0.000556 0.000529 0.000525 0.000523 0.000522 0.000497 0.000469 0.000443 0.000422 0.000402 0.000378 0.000325 0.000353 0.000535 0.000714 0.000827 0.000968 0.000892 0.000972 
0.000900 0.001918 0.003048 0.006404 0.015326 0.033700 0.097477 0.572384 0.141559 0.045815 0.022014 0.011768 0.006953 0.004187 0.002805 0.002346 0.002263 0.002279 0.002122 0.001828 0.001493 0.001209 0.001043 0.000953 0.000919 0.000910 0.000870 0.000824 0.000756 0.000705 0.000663 0.000631 0.000616 0.000596 0.000582 0.000568 0.000541 0.000502 0.000474 0.000449 0.000432 0.000416 0.000421 0.000743 0.000983 0.000910 0.000909 0.000958 0.000894 0.000932 
0.000918 0.001945 0.002366 0.003451 0.009072 0.020371 0.048742 0.153086 0.477328 0.140794 0.052956 0.026301 0.014173 0.007311 0.003949 0.002689 0.002408 0.002419 0.002360 0.002132 0.001819 0.001493 0.001268 0.001083 0.000988 0.000961 0.000929 0.000889 0.000844 0.000802 0.000749 0.000695 0.000657 0.000629 0.000610 0.000614 0.000578 0.000537 0.000508 0.000486 0.000454 0.000455 0.000580 0.000893 0.000937 0.000934 0.000930 0.000978 0.000936 0.000996 
0.000815 0.001818 0.002015 0.001810 0.004716 0.011219 0.027007 0.050014 0.142125 0.465466 0.140807 0.055635 0.031454 0.015864 0.007467 0.003906 0.002659 0.002425 0.002420 0.002343 0.002125 0.001832 0.001573 0.001279 0.001107 0.001042 0.000995 0.000959 0.000919 0.000890 0.000846 0.000781 0.000709 0.000678 0.000666 0.000637 0.000603 0.000566 0.000543 0.000507 0.000509 0.000666 0.000761 0.000983 0.000970 0.000939 0.000940 0.001008 0.000946 0.001036 
0.000592 0.001346 0.001551 0.001147 0.002184 0.005183 0.011376 0.021819 0.048535 0.127845 0.486411 0.138108 0.057975 0.030385 0.014860 0.007570 0.004297 0.002899 0.002446 0.002298 0.002221 0.002065 0.001885 0.001571 0.001332 0.001191 0.001087 0.001029 0.000985 0.000965 0.000939 0.000871 0.000810 0.000759 0.000713 0.000676 0.000626 0.000600 0.000565 0.000575 0.000767 0.000955 0.000957 0.001083 0.001033 0.000977 0.000963 0.000999 0.000950 0.001023 
0.000411 0.000965 0.001195 0.000983 0.001265 0.002483 0.004638 0.010660 0.022031 0.046166 0.126222 0.496058 0.138472 0.053651 0.027682 0.014887 0.008316 0.004682 0.002878 0.002270 0.002145 0.002145 0.002116 0.001882 0.001622 0.001406 0.001234 0.001114 0.001050 0.001027 0.000992 0.000959 0.000911 0.000846 0.000771 0.000714 0.000674 0.000621 0.000643 0.000840 0.001064 0.001072 0.001066 0.001129 0.001085 0.001008 0.000969 0.001010 0.000954 0.001014 
0.000342 0.000838 0.001133 0.001118 0.001214 0.001687 0.002344 0.006504 0.012258 0.026951 0.054710 0.142979 0.444263 0.143671 0.058581 0.031039 0.017261 0.009332 0.004776 0.002691 0.002073 0.002044 0.002221 0.002143 0.001966 0.001757 0.001471 0.001261 0.001127 0.001058 0.001037 0.001009 0.000959 0.000900 0.000840 0.000775 0.000700 0.000684 0.000836 0.000992 0.001053 0.001071 0.001020 0.001113 0.001082 0.001002 0.000997 0.001056 0.000996 0.001068 
0.000283 0.000644 0.000891 0.001033 0.001186 0.001403 0.001558 0.003685 0.005949 0.012788 0.026978 0.052119 0.135171 0.445244 0.142182 0.060125 0.034500 0.019291 0.009813 0.004775 0.002637 0.002091 0.002167 0.002264 0.002252 0.002142 0.001854 0.001547 0.001309 0.001174 0.001106 0.001053 0.001006 0.000977 0.000938 0.000865 0.000787 0.000933 0.001097 0.001163 0.001167 0.001116 0.001054 0.001151 0.001121 0.001067 0.001049 0.001105 0.001045 0.001145 
0.000220 0.000448 0.000601 0.000717 0.000949 0.001164 0.001296 0.002092 0.002723 0.005101 0.011180 0.022787 0.046702 0.120479 0.477876 0.140032 0.058131 0.033181 0.017770 0.009111 0.004717 0.002821 0.002295 0.002289 0.002350 0.002359 0.002168 0.001883 0.001596 0.001391 0.001222 0.001118 0.001070 0.001047 0.001014 0.000973 0.001117 0.001310 0.001423 0.001426 0.001326 0.001234 0.001149 0.001219 0.001201 0.001152 0.001114 0.001146 0.001105 0.001206 
0.000176 0.000347 0.000435 0.000499 0.000744 0.000999 0.001147 0.001530 0.001622 0.002334 0.004982 0.010721 0.021648 0.044570 0.122503 0.488660 0.137838 0.055348 0.030027 0.016167 0.008620 0.004720 0.002939 0.002435 0.002376 0.002444 0.002365 0.002182 0.001922 0.001629 0.001397 0.001227 0.001144 0.001099 0.001088 0.001238 0.001442 0.001628 0.001666 0.001554 0.001448 0.001312 0.001220 0.001301 0.001266 0.001214 0.001172 0.001216 0.001182 0.001257 
0.000159 0.000315 0.000378 0.000405 0.000643 0.000933 0.001122 0.001426 0.001403 0.001535 0.002732 0.005785 0.011628 0.024704 0.049124 0.133147 0.467155 0.137055 0.055479 0.030046 0.016266 0.008694 0.004749 0.002988 0.002484 0.002449 0.002515 0.002445 0.002230 0.001945 0.001636 0.001409 0.001233 0.001160 0.001322 0.001433 0.001632 0.001780 0.001740 0.001597 0.001459 0.001357 0.001276 0.001352 0.001306 0.001245 0.001238 0.001312 0.001277 0.001294 
