1.712445e+07 2.147406e+06 1.299562e+05 6.351096e+04 1.846867e+04 8.291594e+03 5.449396e+03 5.316443e+03 4.813298e+03 3.455588e+03 1.941884e+03 2.082817e+03 1.536726e+03 1.502962e+03 1.554327e+03 1.300158e+03 1.532847e+03 1.455170e+03 1.083208e+03 1.000562e+03 9.540822e+02 9.333770e+02 9.240541e+02 7.320602e+02 7.408844e+02 7.142700e+02 7.058567e+02 6.122963e+02 7.196294e+02 7.028336e+02 6.219617e+02 5.831031e+02 5.811099e+02 5.839660e+02 6.074545e+02 5.109941e+02 5.025662e+02 5.204279e+02 5.219884e+02 4.215033e+02 
2.147406e+06 7.273455e+06 7.798075e+05 1.118122e+05 2.425936e+04 1.001921e+04 6.242376e+03 5.675540e+03 5.266265e+03 4.052111e+03 2.343177e+03 2.472614e+03 1.794407e+03 1.893982e+03 1.927350e+03 1.546438e+03 1.771858e+03 1.711595e+03 1.347192e+03 1.227280e+03 1.130600e+03 1.050008e+03 1.073126e+03 8.672537e+02 8.826595e+02 8.332964e+02 7.970161e+02 6.982809e+02 8.194055e+02 7.908443e+02 7.057320e+02 6.603927e+02 6.529603e+02 6.504097e+02 6.542082e+02 5.386376e+02 5.450427e+02 5.861180e+02 5.874403e+02 4.912116e+02 
1.299562e+05 7.798075e+05 2.851601e+06 6.261124e+05 3.528905e+04 1.080074e+04 5.665226e+03 4.829950e+03 4.321284e+03 3.388946e+03 2.107139e+03 2.209847e+03 1.611926e+03 1.672030e+03 1.814491e+03 1.353422e+03 1.462192e+03 1.441401e+03 1.174575e+03 1.106415e+03 9.708547e+02 8.657334e+02 8.961201e+02 7.565358e+02 7.554791e+02 6.815407e+02 6.607028e+02 5.878238e+02 7.009103e+02 6.497933e+02 5.817509e+02 5.510447e+02 5.422471e+02 5.468192e+02 5.238469e+02 4.374520e+02 4.536194e+02 4.841456e+02 4.943336e+02 4.175105e+02 
6.351096e+04 1.118122e+05 6.261124e+05 3.588835e+06 3.931398e+05 2.949464e+04 1.128136e+04 8.384637e+03 7.216396e+03 5.361350e+03 3.363844e+03 3.747243e+03 2.814840e+03 2.859671e+03 2.993904e+03 2.317747e+03 2.541778e+03 2.463111e+03 1.922914e+03 1.798088e+03 1.671819e+03 1.474201e+03 1.493762e+03 1.246996e+03 1.260745e+03 1.154464e+03 1.103290e+03 9.930121e+02 1.157406e+03 1.110821e+03 9.710546e+02 9.185155e+02 9.217419e+02 9.158298e+02 9.229884e+02 7.483962e+02 7.668126e+02 8.172935e+02 8.392860e+02 7.077194e+02 
1.846867e+04 2.425936e+04 3.528905e+04 3.931398e+05 1.152629e+06 1.394861e+05 1.312950e+04 7.049119e+03 5.019063e+03 3.528148e+03 2.092963e+03 2.421612e+03 1.839993e+03 1.822991e+03 1.782853e+03 1.389741e+03 1.558920e+03 1.460364e+03 1.093354e+03 1.024625e+03 9.686354e+02 9.043987e+02 8.823181e+02 7.075722e+02 7.347600e+02 6.935963e+02 6.654850e+02 5.694202e+02 6.613626e+02 6.325312e+02 5.770676e+02 5.331665e+02 5.298731e+02 5.450550e+02 5.482055e+02 4.511168e+02 4.489063e+02 4.740501e+02 4.877715e+02 4.232656e+02 
8.291594e+03 1.001921e+04 1.080074e+04 2.949464e+04 1.394861e+05 5.595993e+05 8.317186e+04 1.066575e+04 5.436338e+03 3.232040e+03 1.797011e+03 1.938005e+03 1.489441e+03 1.482313e+03 1.458121e+03 1.091631e+03 1.197106e+03 1.130493e+03 8.397051e+02 7.601630e+02 7.108407e+02 6.714069e+02 6.796063e+02 5.435899e+02 5.468927e+02 5.263686e+02 5.050513e+02 4.320428e+02 4.889316e+02 4.698737e+02 4.253999e+02 3.990257e+02 3.996967e+02 4.157504e+02 4.232619e+02 3.450954e+02 3.432745e+02 3.562243e+02 3.673885e+02 3.188224e+02 
5.449396e+03 6.242376e+03 5.665226e+03 1.128136e+04 1.312950e+04 8.317186e+04 4.129480e+05 8.353546e+04 1.019850e+04 4.390656e+03 2.067873e+03 2.089766e+03 1.490597e+03 1.536894e+03 1.568441e+03 1.174178e+03 1.215509e+03 1.138653e+03 8.713757e+02 7.824340e+02 7.016991e+02 6.478068e+02 6.687597e+02 5.650227e+02 5.640217e+02 5.168309e+02 4.986295e+02 4.351931e+02 4.967956e+02 4.615015e+02 4.154915e+02 3.968087e+02 4.048086e+02 4.123660e+02 4.236481e+02 3.513245e+02 3.461353e+02 3.644999e+02 3.739674e+02 3.187657e+02 
5.316443e+03 5.675540e+03 4.829950e+03 8.384637e+03 7.049119e+03 1.066575e+04 8.353546e+04 5.238611e+05 1.083692e+05 1.108244e+04 3.765161e+03 3.272947e+03 2.208015e+03 2.165330e+03 2.250155e+03 1.747370e+03 1.842820e+03 1.679363e+03 1.261817e+03 1.161766e+03 1.028143e+03 9.285170e+02 9.516057e+02 8.104663e+02 8.323971e+02 7.551366e+02 7.063265e+02 6.227871e+02 7.246532e+02 6.711541e+02 5.983196e+02 5.691283e+02 5.741785e+02 5.943223e+02 6.003992e+02 4.991284e+02 5.073258e+02 5.361977e+02 5.505992e+02 4.620247e+02 
4.813298e+03 5.266265e+03 4.321284e+03 7.216396e+03 5.019063e+03 5.436338e+03 1.019850e+04 1.083692e+05 6.127091e+05 1.101573e+05 8.666008e+03 5.545834e+03 3.257112e+03 3.018217e+03 2.924043e+03 2.327937e+03 2.544912e+03 2.345220e+03 1.715142e+03 1.541713e+03 1.415972e+03 1.278185e+03 1.286710e+03 1.058035e+03 1.090609e+03 1.030429e+03 9.570736e+02 8.162298e+02 9.592762e+02 9.161329e+02 8.111479e+02 7.467099e+02 7.557426e+02 7.788819e+02 7.987648e+02 6.582640e+02 6.764693e+02 7.247978e+02 7.387818e+02 6.225478e+02 
3.455588e+03 4.052111e+03 3.388946e+03 5.361350e+03 3.528148e+03 3.232040e+03 4.390656e+03 1.108244e+04 1.101573e+05 5.137192e+05 7.000587e+04 1.038729e+04 4.391686e+03 3.476448e+03 3.236600e+03 2.377122e+03 2.679186e+03 2.510045e+03 1.835167e+03 1.604301e+03 1.466874e+03 1.360244e+03 1.345019e+03 1.076564e+03 1.089478e+03 1.034919e+03 9.991081e+02 8.360318e+02 9.719221e+02 9.415959e+02 8.377692e+02 7.662689e+02 7.578284e+02 7.835589e+02 8.060489e+02 6.773445e+02 6.867627e+02 7.376642e+02 7.679631e+02 6.426051e+02 
1.941884e+03 2.343177e+03 2.107139e+03 3.363844e+03 2.092963e+03 1.797011e+03 2.067873e+03 3.765161e+03 8.666008e+03 7.000587e+04 2.968531e+05 6.626629e+04 6.383727e+03 3.660620e+03 2.910943e+03 2.022092e+03 2.098979e+03 2.009689e+03 1.536202e+03 1.343359e+03 1.182317e+03 1.074687e+03 1.081708e+03 8.654536e+02 8.572699e+02 7.953650e+02 7.663943e+02 6.756876e+02 7.689200e+02 7.173197e+02 6.493990e+02 6.035438e+02 5.939511e+02 6.009736e+02 6.245722e+02 5.217772e+02 5.335229e+02 5.700538e+02 5.950514e+02 5.093596e+02 
2.082817e+03 2.472614e+03 2.209847e+03 3.747243e+03 2.421612e+03 1.938005e+03 2.089766e+03 3.272947e+03 5.545834e+03 1.038729e+04 6.626629e+04 4.323892e+05 7.284262e+04 9.447956e+03 5.505493e+03 3.347911e+03 3.284913e+03 2.933253e+03 2.275190e+03 2.082160e+03 1.835639e+03 1.619872e+03 1.627895e+03 1.336075e+03 1.317605e+03 1.189700e+03 1.131528e+03 9.934446e+02 1.169254e+03 1.080715e+03 9.491369e+02 8.939647e+02 8.913410e+02 9.018638e+02 9.138708e+02 7.626235e+02 7.796806e+02 8.428747e+02 8.812959e+02 7.667785e+02 
1.536726e+03 1.794407e+03 1.611926e+03 2.814840e+03 1.839993e+03 1.489441e+03 1.490597e+03 2.208015e+03 3.257112e+03 4.391686e+03 6.383727e+03 7.284262e+04 3.395216e+05 6.905210e+04 9.140345e+03 4.071229e+03 3.524895e+03 3.011516e+03 2.191942e+03 2.037398e+03 1.852905e+03 1.643096e+03 1.596695e+03 1.298553e+03 1.301043e+03 1.188588e+03 1.103042e+03 9.473575e+02 1.108537e+03 1.057211e+03 9.233973e+02 8.469887e+02 8.586822e+02 8.743540e+02 8.740155e+02 7.201367e+02 7.384548e+02 8.038975e+02 8.478038e+02 7.285375e+02 
