0.911022 0.080881 0.002552 0.002304 0.000777 0.000358 0.000268 0.000243 0.000204 0.000171 0.000094 0.000092 0.000070 0.000070 0.000066 0.000057 0.000062 0.000062 0.000047 0.000041 0.000045 0.000043 0.000039 0.000032 0.000031 0.000032 0.000028 0.000027 0.000028 0.000029 0.000024 0.000025 0.000027 0.000027 0.000025 0.000022 0.000022 0.000021 0.000019 0.000014 
0.092747 0.839889 0.054991 0.005530 0.001802 0.000748 0.000539 0.000452 0.000390 0.000358 0.000203 0.000194 0.000145 0.000159 0.000145 0.000123 0.000129 0.000132 0.000106 0.000092 0.000096 0.000086 0.000079 0.000068 0.000065 0.000067 0.000057 0.000055 0.000056 0.000058 0.000049 0.000050 0.000053 0.000052 0.000046 0.000039 0.000041 0.000040 0.000037 0.000030 
0.004715 0.088607 0.809520 0.085912 0.001975 0.001742 0.000987 0.000785 0.000647 0.000607 0.000384 0.000358 0.000269 0.000284 0.000285 0.000219 0.000213 0.000221 0.000188 0.000171 0.000168 0.000144 0.000135 0.000122 0.000115 0.000110 0.000097 0.000095 0.000100 0.000097 0.000081 0.000084 0.000089 0.000088 0.000074 0.000064 0.000068 0.000066 0.000062 0.000053 
0.003730 0.007808 0.075274 0.836637 0.061897 0.002889 0.001812 0.001223 0.000974 0.000862 0.000542 0.000549 0.000429 0.000446 0.000425 0.000343 0.000340 0.000347 0.000278 0.000252 0.000267 0.000226 0.000207 0.000182 0.000174 0.000174 0.000147 0.000147 0.000149 0.000151 0.000124 0.000128 0.000137 0.000134 0.000121 0.000100 0.000102 0.000098 0.000094 0.000080 
0.002076 0.004198 0.002855 0.102122 0.813860 0.055781 0.003833 0.002488 0.001575 0.001332 0.000803 0.000850 0.000678 0.000677 0.000593 0.000484 0.000493 0.000484 0.000373 0.000338 0.000362 0.000330 0.000290 0.000246 0.000243 0.000247 0.000214 0.000199 0.000202 0.000203 0.000178 0.000177 0.000182 0.000188 0.000170 0.000145 0.000141 0.000134 0.000133 0.000120 
0.001453 0.002651 0.003829 0.007247 0.084821 0.808035 0.068481 0.004594 0.003100 0.002100 0.001243 0.001206 0.000984 0.000976 0.000858 0.000672 0.000663 0.000656 0.000506 0.000444 0.000465 0.000427 0.000396 0.000339 0.000322 0.000333 0.000289 0.000270 0.000264 0.000267 0.000232 0.000236 0.000242 0.000248 0.000232 0.000196 0.000194 0.000182 0.000181 0.000169 
0.001162 0.002036 0.002313 0.004848 0.006214 0.073018 0.807787 0.076885 0.004512 0.003644 0.001740 0.001612 0.001207 0.001247 0.001158 0.000907 0.000836 0.000814 0.000658 0.000574 0.000574 0.000512 0.000484 0.000442 0.000418 0.000408 0.000355 0.000338 0.000337 0.000325 0.000280 0.000290 0.000310 0.000308 0.000285 0.000246 0.000244 0.000233 0.000227 0.000210 
0.000987 0.001603 0.001728 0.003071 0.003786 0.004597 0.072153 0.807570 0.076923 0.005093 0.002861 0.002125 0.001525 0.001491 0.001415 0.001153 0.001080 0.001014 0.000801 0.000724 0.000716 0.000625 0.000579 0.000531 0.000522 0.000504 0.000426 0.000408 0.000411 0.000397 0.000337 0.000352 0.000367 0.000378 0.000339 0.000293 0.000297 0.000287 0.000280 0.000255 
0.000800 0.001333 0.001372 0.002359 0.002312 0.002992 0.004084 0.074207 0.801068 0.082122 0.002981 0.003299 0.001967 0.001853 0.001612 0.001364 0.001338 0.001269 0.000967 0.000846 0.000882 0.000769 0.000701 0.000609 0.000601 0.000616 0.000517 0.000477 0.000477 0.000481 0.000406 0.000404 0.000430 0.000433 0.000400 0.000339 0.000345 0.000339 0.000331 0.000301 
0.000641 0.001171 0.001231 0.001997 0.001870 0.001938 0.003155 0.004699 0.078533 0.809217 0.063609 0.005413 0.003158 0.002463 0.002067 0.001590 0.001628 0.001588 0.001207 0.001025 0.001063 0.000966 0.000858 0.000726 0.000695 0.000719 0.000632 0.000573 0.000572 0.000578 0.000487 0.000483 0.000499 0.000514 0.000470 0.000407 0.000408 0.000394 0.000394 0.000364 
0.000475 0.000891 0.001045 0.001686 0.001513 0.001540 0.002023 0.003543 0.003827 0.085388 0.789178 0.077400 0.003822 0.003786 0.002596 0.001934 0.001792 0.001801 0.001449 0.001226 0.001196 0.001061 0.000972 0.000825 0.000775 0.000771 0.000680 0.000661 0.000644 0.000626 0.000538 0.000539 0.000549 0.000548 0.000517 0.000450 0.000453 0.000435 0.000433 0.000413 
