0 10 1 20 0.001439 0.001131 0.001439
1 30 21 40 0.003493 0.002572 0.003493
2 50 41 60 0.003476 0.003689 0.003476
3 70 61 80 0.009290 0.005584 0.009290
4 90 81 100 0.008575 0.005444 0.008575
5 110 101 120 0.008272 0.004805 0.008272
6 130 121 140 0.003810 0.003915 0.003810
7 150 141 160 0.008320 0.005263 0.008320
8 170 161 180 0.009401 0.005610 0.009401
9 190 181 200 0.009071 0.005230 0.009071
10 210 201 220 0.005686 0.004930 0.005686
11 230 221 240 0.014085 0.006450 0.014085
12 250 241 260 0.009443 0.005601 0.009443
13 270 261 280 0.009041 0.005432 0.009041
14 290 281 300 0.009363 0.005955 0.009363
15 310 301 320 0.014596 0.007267 0.014596
16 330 321 340 0.015378 0.007437 0.015378
17 350 341 360 0.012396 0.007145 0.012396
18 370 361 380 0.017574 0.008260 0.017574
19 390 381 400 0.018993 0.008327 0.018993
20 410 401 420 0.014484 0.007494 0.014484
21 430 421 440 0.016750 0.007744 0.016750
22 450 441 460 0.016725 0.007578 0.016725
23 470 461 480 0.014696 0.007043 0.014696
24 490 481 500 0.013630 0.006896 0.013630
25 510 501 520 0.016235 0.007416 0.016235
26 530 521 540 0.015722 0.007786 0.015722
27 550 541 560 0.022219 0.008831 0.022219
28 570 561 580 0.019382 0.008451 0.019382
29 590 581 600 0.017659 0.008092 0.017659
30 610 601 620 0.019237 0.008441 0.019237
31 630 621 640 0.021007 0.008792 0.021007
32 650 641 660 0.021037 0.008508 0.021037
33 670 661 680 0.016220 0.007610 0.016220
34 690 681 700 0.017679 0.007693 0.017679
35 710 701 720 0.016594 0.007533 0.016594
36 730 721 740 0.016601 0.007635 0.016601
37 750 741 760 0.018601 0.008250 0.018601
38 770 761 780 0.021241 0.008720 0.021241
39 790 781 800 0.017566 0.008301 0.017566
40 810 801 820 0.021004 0.009266 0.021004
41 830 821 840 0.028039 0.010673 0.028039
42 850 841 860 0.025734 0.010531 0.025734
43 870 861 880 0.025291 0.010153 0.025291
44 890 881 900 0.019806 0.009162 0.019806
45 910 901 920 0.023732 0.009791 0.023732
46 930 921 940 0.022772 0.009956 0.022772
47 950 941 960 0.027381 0.010837 0.027381
48 970 961 980 0.029212 0.011035 0.029212
49 990 981 1000 0.026051 0.008750 0.026051
