0 10 1 20 0.000648 0.000550 0.000648
1 30 21 40 0.001718 0.002254 0.001718
2 50 41 60 0.008551 0.004897 0.008551
3 70 61 80 0.007059 0.004784 0.007059
4 90 81 100 0.005801 0.004630 0.005801
5 110 101 120 0.007129 0.005588 0.007129
6 130 121 140 0.010717 0.007162 0.010717
7 150 141 160 0.014044 0.008066 0.014044
8 170 161 180 0.014383 0.008157 0.014383
9 190 181 200 0.014090 0.007748 0.014090
10 210 201 220 0.012494 0.007140 0.012494
11 230 221 240 0.010486 0.007225 0.010486
12 250 241 260 0.019524 0.009030 0.019524
13 270 261 280 0.016324 0.008634 0.016324
14 290 281 300 0.016551 0.008564 0.016551
15 310 301 320 0.017536 0.008510 0.017536
16 330 321 340 0.015310 0.008087 0.015310
17 350 341 360 0.017012 0.008379 0.017012
18 370 361 380 0.017305 0.008600 0.017305
19 390 381 400 0.019257 0.009171 0.019257
20 410 401 420 0.021213 0.009750 0.021213
21 430 421 440 0.023767 0.009978 0.023767
22 450 441 460 0.021028 0.009235 0.021028
23 470 461 480 0.016236 0.008471 0.016236
24 490 481 500 0.022709 0.009550 0.022709
25 510 501 520 0.021744 0.009770 0.021744
26 530 521 540 0.024858 0.010336 0.024858
27 550 541 560 0.025202 0.010519 0.025202
28 570 561 580 0.026085 0.010537 0.026085
29 590 581 600 0.022407 0.010097 0.022407
30 610 601 620 0.023529 0.010215 0.023529
31 630 621 640 0.020839 0.009920 0.020839
32 650 641 660 0.020466 0.009790 0.020466
33 670 661 680 0.016929 0.009466 0.016929
34 690 681 700 0.017863 0.010115 0.017863
35 710 701 720 0.023937 0.011315 0.023937
36 730 721 740 0.018089 0.011202 0.018089
37 750 741 760 0.024031 0.012607 0.024031
38 770 761 780 0.027256 0.013803 0.027256
39 790 781 800 0.027328 0.013835 0.027328
40 810 801 820 0.018713 0.012834 0.018713
41 830 821 840 0.016284 0.012872 0.016284
42 850 841 860 0.018399 0.013906 0.018399
43 870 861 880 0.022411 0.014955 0.022411
44 890 881 900 0.015589 0.014985 0.015589
45 910 901 920 0.023046 0.016487 0.023046
46 930 921 940 0.021222 0.017122 0.021222
47 950 941 960 0.020493 0.017849 0.020493
48 970 961 980 0.024096 0.019216 0.024096
49 990 981 1000 0.033647 0.015813 0.033647
