0 10 1 20 0.001424 0.001238 0.001424
1 30 21 40 0.004928 0.003336 0.004928
2 50 41 60 0.008166 0.004522 0.008166
3 70 61 80 0.005691 0.004026 0.005691
4 90 81 100 0.007155 0.004224 0.007155
5 110 101 120 0.005773 0.003968 0.005773
6 130 121 140 0.008123 0.004199 0.008123
7 150 141 160 0.004377 0.003680 0.004377
8 170 161 180 0.010916 0.004899 0.010916
9 190 181 200 0.007800 0.004402 0.007800
10 210 201 220 0.009802 0.004309 0.009802
11 230 221 240 0.006527 0.003305 0.006527
12 250 241 260 0.004678 0.002715 0.004678
13 270 261 280 0.005330 0.002870 0.005330
14 290 281 300 0.006657 0.003104 0.006657
15 310 301 320 0.006141 0.002977 0.006141
16 330 321 340 0.006215 0.002848 0.006215
17 350 341 360 0.005587 0.002588 0.005587
18 370 361 380 0.004777 0.002360 0.004777
19 390 381 400 0.005192 0.002351 0.005192
20 410 401 420 0.004822 0.002260 0.004822
21 430 421 440 0.004832 0.002221 0.004832
22 450 441 460 0.005069 0.002208 0.005069
23 470 461 480 0.004811 0.002050 0.004811
24 490 481 500 0.003543 0.001822 0.003543
25 510 501 520 0.004803 0.001944 0.004803
26 530 521 540 0.003902 0.001776 0.003902
27 550 541 560 0.003517 0.001696 0.003517
28 570 561 580 0.004280 0.001786 0.004280
29 590 581 600 0.004083 0.001672 0.004083
30 610 601 620 0.002783 0.001401 0.002783
31 630 621 640 0.002663 0.001401 0.002663
32 650 641 660 0.004143 0.001597 0.004143
33 670 661 680 0.003306 0.001424 0.003306
34 690 681 700 0.002110 0.001190 0.002110
35 710 701 720 0.002785 0.001229 0.002785
36 730 721 740 0.001792 0.001091 0.001792
37 750 741 760 0.002506 0.001229 0.002506
38 770 761 780 0.002703 0.001304 0.002703
39 790 781 800 0.002974 0.001330 0.002974
40 810 801 820 0.002588 0.001199 0.002588
41 830 821 840 0.001410 0.000977 0.001410
42 850 841 860 0.001867 0.001069 0.001867
43 870 861 880 0.002344 0.001123 0.002344
44 890 881 900 0.001094 0.000922 0.001094
45 910 901 920 0.001923 0.001095 0.001923
46 930 921 940 0.002151 0.001170 0.002151
47 950 941 960 0.001997 0.001128 0.001997
48 970 961 980 0.001482 0.001049 0.001482
49 990 981 1000 0.002398 0.001034 0.002398
