0 10 1 20 0.000177 0.000899 0.000177
1 30 21 40 0.010376 0.007013 0.010376
2 50 41 60 0.015403 0.011508 0.015403
3 70 61 80 0.015197 0.013434 0.015197
4 90 81 100 0.025756 0.016511 0.025756
5 110 101 120 0.023591 0.015268 0.023591
6 130 121 140 0.014022 0.014260 0.014022
7 150 141 160 0.030423 0.019477 0.030423
8 170 161 180 0.034816 0.020637 0.034816
9 190 181 200 0.027390 0.019640 0.027390
10 210 201 220 0.034790 0.023024 0.034790
11 230 221 240 0.051254 0.026408 0.051254
12 250 241 260 0.041455 0.024428 0.041455
13 270 261 280 0.039709 0.024395 0.039709
14 290 281 300 0.049313 0.026313 0.049313
15 310 301 320 0.043988 0.026734 0.043988
16 330 321 340 0.060045 0.030557 0.060045
17 350 341 360 0.061849 0.031589 0.061849
18 370 361 380 0.057116 0.032785 0.057116
19 390 381 400 0.090638 0.038237 0.090638
20 410 401 420 0.069652 0.036647 0.069652
21 430 421 440 0.092003 0.039565 0.092003
22 450 441 460 0.083665 0.036651 0.083665
23 470 461 480 0.059017 0.032271 0.059017
24 490 481 500 0.081391 0.036009 0.081391
25 510 501 520 0.081854 0.036066 0.081854
26 530 521 540 0.069121 0.034331 0.069121
27 550 541 560 0.083841 0.036271 0.083841
28 570 561 580 0.071627 0.035631 0.071627
29 590 581 600 0.089979 0.039862 0.089979
30 610 601 620 0.100625 0.042610 0.100625
31 630 621 640 0.093206 0.042415 0.093206
32 650 641 660 0.099057 0.044973 0.099057
33 670 661 680 0.106419 0.053913 0.106419
34 690 681 700 0.105020 0.089157 0.105020
35 710 701 720 0.072800 0.144215 0.072800
36 730 721 740 0.099233 0.198298 0.099233
37 750 741 760 0.088927 0.238491 0.088927
38 770 761 780 0.076769 0.269391 0.076769
39 790 781 800 0.080184 0.296736 0.080184
40 810 801 820 0.081091 0.326302 0.081091
41 830 821 840 0.066324 0.361110 0.066324
42 850 841 860 0.085609 0.401454 0.085609
43 870 861 880 0.103313 0.446241 0.103313
44 890 881 900 0.071037 0.491990 0.071037
45 910 901 920 0.074873 0.539106 0.074873
46 930 921 940 0.049708 0.592399 0.049708
47 950 941 960 0.064629 0.644398 0.064629
48 970 961 980 0.059026 0.614582 0.059026
49 990 981 1000 0.099477 0.354510 0.099477
