0 10 1 20 0.001168 0.001083 0.001168
1 30 21 40 0.006189 0.003276 0.006189
2 50 41 60 0.004730 0.003377 0.004730
3 70 61 80 0.005104 0.003806 0.005104
4 90 81 100 0.007833 0.004405 0.007833
5 110 101 120 0.006489 0.004056 0.006489
6 130 121 140 0.006511 0.004039 0.006511
7 150 141 160 0.007711 0.004178 0.007711
8 170 161 180 0.006898 0.003928 0.006898
9 190 181 200 0.007433 0.003821 0.007433
10 210 201 220 0.006868 0.003394 0.006868
11 230 221 240 0.004612 0.002859 0.004612
12 250 241 260 0.006546 0.003124 0.006546
13 270 261 280 0.005266 0.002967 0.005266
14 290 281 300 0.007070 0.003244 0.007070
15 310 301 320 0.006566 0.003096 0.006566
16 330 321 340 0.006047 0.002929 0.006047
17 350 341 360 0.006674 0.002845 0.006674
18 370 361 380 0.005149 0.002456 0.005149
19 390 381 400 0.004894 0.002297 0.004894
20 410 401 420 0.004933 0.002196 0.004933
21 430 421 440 0.004258 0.002002 0.004258
22 450 441 460 0.004001 0.001914 0.004001
23 470 461 480 0.004069 0.001961 0.004069
24 490 481 500 0.005221 0.002101 0.005221
25 510 501 520 0.004315 0.001930 0.004315
26 530 521 540 0.004207 0.001809 0.004207
27 550 541 560 0.003540 0.001659 0.003540
28 570 561 580 0.003756 0.001626 0.003756
29 590 581 600 0.003356 0.001490 0.003356
30 610 601 620 0.002572 0.001344 0.002572
31 630 621 640 0.003250 0.001402 0.003250
32 650 641 660 0.002564 0.001309 0.002564
33 670 661 680 0.002828 0.001368 0.002828
34 690 681 700 0.003442 0.001431 0.003442
35 710 701 720 0.002509 0.001274 0.002509
36 730 721 740 0.002538 0.001258 0.002538
37 750 741 760 0.002656 0.001255 0.002656
38 770 761 780 0.002245 0.001168 0.002245
39 790 781 800 0.002210 0.001122 0.002210
40 810 801 820 0.001734 0.001039 0.001734
41 830 821 840 0.001873 0.001081 0.001873
42 850 841 860 0.002222 0.001158 0.002222
43 870 861 880 0.002021 0.001156 0.002021
44 890 881 900 0.002327 0.001194 0.002327
45 910 901 920 0.001795 0.001109 0.001795
46 930 921 940 0.001884 0.001103 0.001884
47 950 941 960 0.001349 0.001057 0.001349
48 970 961 980 0.002870 0.001359 0.002870
49 990 981 1000 0.002966 0.001198 0.002966
